id,price,lat,lng,name,rating,property_type,room_type,person_capacity,bedrooms,beds,bathrooms,cleanliness_rating,location_rating,value_rating,communication_rating,checkin_rating,accuracy_rating,review_count,description,city,created_at
1176169782467978285,428,40.75271,-74.04409,"Hotel-Style– No Host, Professionally Managed ID298",,Private room in rental unit,Private room,3,1,1,1,4.92,4.76,4.78,4.9,4.96,4.9,50,"",Jersey City,2025-12-31 18:30:45.272863
1111609937553723816,1103,40.76256,-73.98309,Italian Flair | Sightseeing. Restaurant,,Room in hotel,Private room,2,1,1,1,4.95,5,4.81,4.89,4.92,4.92,38,"",New York,2025-12-31 19:39:16.195572
1375362734541224557,1365,40.7620076,-73.9613983,Spacious Studio with Charming Juliet Balcony,,Entire rental unit,Entire home/apt,2,1,1,1,4.89,4.8,4.74,4.93,4.97,4.87,91,"",New York,2025-12-31 19:42:15.147881
805101174500101207,464,40.7541,-74.0476,The JC CozyHome - Guest Favorite! Minutes to NYC,,Private room in condo,Private room,2,1,1,1,4.86,4.78,4.83,4.94,4.93,4.92,118,"",Jersey City,2025-12-31 18:30:04.690218
1544253294841494056,938,40.755045,-73.988031,Run of House,,Room in hotel,Private room,2,1,,,5,5,5,5,5,5,1,"",New York,2025-12-31 19:39:48.843517
1559772789206691937,347,40.7936102,-74.0106636,Cozy Private Room w/Private Bathroom. Close to NYC,,Private room in home,Private room,2,1,1,,5,4.67,5,4.67,4.67,5,3,"",West New York,2025-12-31 19:41:22.377782
1318261047321763717,942,40.75454726792955,-73.98182730040442,Midtown Studio - Prime Location,,Room in hotel,Private room,2,1,1,,5,5,4.8,4.95,5,5,20,"",New York,2025-12-31 19:41:20.384977
1055102817407551734,368,40.78935672516184,-74.00496589047651,"Luxury Room A in West New York, NJ",,Private room in home,Private room,2,1,1,1,4.88,4.75,4.75,5,5,5,8,"",West New York,2025-12-31 19:42:51.589215
1542742764891211372,969,40.75612,-73.99174,ADA-appointed room with modern amenities,,Room in hotel,Private room,2,1,,,4.67,5,5,5,4.67,5,3,"",New York,2025-12-31 19:39:54.427286
1166118086665626216,128.8,40.79077,-73.977953,"Huge Private Room, Closet, Bathroom and Office",,Private room in rental unit,Private room,2,1,1,,4.72,4.91,4.7,4.86,4.88,4.79,43,"",New York,2025-12-31 21:58:58.449279
1491324701840057798,1043,40.75181,-73.98406,Hotel Hendricks - Chic Queen City Escape,,Room in hotel,Private room,2,1,1,,4.91,4.91,4.57,4.79,4.88,4.77,56,"",New York,2025-12-31 19:39:52.013196
1310510466563097091,375,40.79717158984157,-74.01647224535301,2.3 time square 25 min-MetLife Stadium 20 min,,Private room in rental unit,Private room,3,1,2,1,4.98,4.49,4.71,4.84,4.82,4.8,49,"",North Bergen,2025-12-31 19:43:00.147042
8055778,73.8,40.68886,-73.92871,Classic Elegance in Brownstone Near Subway,,Private room in townhouse,Private room,1,1,1,2,4.78,4.63,4.86,4.96,4.98,4.91,741,"",Brooklyn,2025-12-31 19:44:17.063512
1282200771985627965,346,40.820648616587405,-73.99616948011405,Awesome Large Bedroom Near NYC,,Private room in rental unit,Private room,2,1,1,1,4.85,4.75,4.9,4.9,4.9,4.94,52,"",Fairview,2025-12-31 19:44:02.358696
834008038484975991,725,40.74587,-74.02858,City stay in Hoboken - spacious,,Entire condo,Entire home/apt,4,1,1,1,4.94,4.98,4.91,4.99,5,4.98,163,"",Hoboken,2025-12-31 19:46:32.957301
1440492343478263869,,34.08501,-118.38994,Hollywood Cozy Retreat,,Private room in rental unit,Private room,2,1,1,,4.77,4.87,4.9,5,4.97,4.87,31,"",Beverly Hills,2025-12-31 23:56:30.571727
1547408134803705056,434,40.78770970000001,-74.0075822,(22) the Big apple room,,Private room in rental unit,Private room,2,1,1,1,5,5,5,5,5,5,4,"",West New York,2025-12-31 19:44:47.675975
1523479926217161224,375,40.78782,-74.02923,Habitación,,Private room in home,Private room,2,1,1,,4.92,4.92,4.92,4.92,4.88,4.92,24,"",North Bergen,2025-12-31 19:45:24.030167
1539762695731118617,430,40.72266073512045,-74.04535688500908,Eclectic private bedroom Garden House 10 min NYC,,Private room in rental unit,Private room,2,1,1,1,4.5,5,5,5,5,5,2,"",Jersey City,2025-12-31 18:22:04.127901
1572553352203351867,99,40.70076,-73.93931,Standard queen a half-hour subway from Manhattan,,Room in hotel,Private room,2,1,,,,,,,,,,"",Brooklyn,2026-01-01 00:02:05.031683
1394234701461568839,182.2,40.76403,-73.98283,Deluxe King Room | Ameritania Hotel,,Room in hotel,Private room,2,1,1,,4.87,5,4.73,4.93,4.93,4.93,15,"",New York,2026-01-01 00:01:59.99412
1177500655441331249,93.2,40.61881,-74.0323824,Serene City Getaway: Bay Ridge Haven,,Entire rental unit,Entire home/apt,2,0,1,1,4.73,4.86,4.62,4.86,4.86,4.78,85,"",Brooklyn,2026-01-01 00:02:05.535405
910323431222170507,,34.03192050936066,-118.48416233303894,"Beautiful Bed & Private Bath in Santa Monica, CA",,Private room in rental unit,Private room,1,1,1,,4.98,4.99,4.87,4.98,5,4.97,112,"",Santa Monica,2026-01-01 00:01:58.485139
1233441768530587664,389,40.7983381,-74.0056725,Fully furnished private bedroom!,,Private room in home,Private room,3,1,1,1,4.86,4.71,4.77,4.94,4.92,4.83,65,"",North Bergen,2025-12-31 19:45:55.419345
697270803429988997,451,40.7963,-73.99947,Visit NYC w/private bathroom,,Private room in guest suite,Private room,2,1,1,,4.85,4.91,4.82,4.95,4.99,4.89,211,"",North Bergen,2025-12-31 19:44:30.049455
1372134243040544597,505,40.7457370125051,-74.06070022376062,20minNYC•PrivateRoom•QueenBed•FreeParking(request),,Private room in home,Private room,2,1,1,1,4.96,4.89,4.89,5,4.96,4.96,27,"",Jersey City,2025-12-31 19:45:48.104196
35154913,275.4,40.76487,-73.98119,Two Bathroom Suite steps from Central Park,,Room in boutique hotel,Private room,4,1,2,2,4.75,4.94,4.56,4.76,4.82,4.67,809,"",New York,2026-01-01 00:02:02.513354
54104214,913,40.71892,-74.05012,Charming Brownstone Retreat Minutes from NYC,,Entire rental unit,Entire home/apt,4,1,2,1,4.96,4.89,4.88,4.93,4.95,4.95,178,"",Jersey City,2025-12-31 19:46:39.378035
19194956,61.6,40.7982466,-74.00370889999999,Budget traveler's private room 2C,,Private room in home,Private room,1,1,1,1,4.73,4.74,4.83,4.95,4.96,4.88,427,"",North Bergen,2026-01-01 00:02:00.496215
8704528,86.6,40.67695402753895,-74.01460717300326,Private bedroom & bath in Red Hook Bklyn for solo,,Private room in condo,Private room,1,1,1,,4.87,4.71,4.89,4.95,4.92,4.94,564,"",Brooklyn,2026-01-01 00:02:03.51914
1436233742340482947,,34.03446,-118.46498,* Bright private room near Santa Monica *,,Private room in rental unit,Private room,2,1,1,1.5,4.58,4.71,4.5,4.71,4.71,4.5,24,"",Santa Monica,2026-01-01 00:01:57.473426
16845501,,34.03273,-118.46942,Cozy room in quiet Santa Monica.,,Private room in townhouse,Private room,2,1,2,1,4.85,4.88,4.82,4.98,4.98,4.92,179,"",Santa Monica,2026-01-01 00:01:57.980908
41216816,88,34.16003,-118.37633,"North Hollywood Condo - Clean, Quiet, Convenient",,Private room in condo,Private room,1,1,1,,4.91,4.88,4.85,4.92,4.89,4.95,65,"",Los Angeles,2026-01-01 00:01:56.970469
1388806211489388899,410,40.7966303,-74.0097839,"Stylish Attic Room w/ NYC View, 30 mins to NYC!",,Private room in home,Private room,2,1,1,1,4.85,4.7,4.7,4.92,4.87,4.81,53,"",North Bergen,2025-12-31 19:43:12.209285
790670113857035692,574,40.80076,-74.01921,Apartment 1BR 3 miles NYC Full kitchen,,Entire rental unit,Entire home/apt,2,1,1,1,4.83,4.71,4.85,4.93,4.92,4.89,72,"",North Bergen,2025-12-31 19:44:08.372587
1359851844467685956,166,34.06358,-118.37304,Your KTown Escape: Studio w/Prkg,,Entire rental unit,Entire home/apt,2,1,1,1,4.76,4.59,4.62,4.93,4.79,4.66,29,"",Beverly Hills,2026-01-01 00:01:55.959636
617499038697675576,119.4,40.65653,-74.00497,Lovely Suite private bath by Metro & Industry City,,Private room in townhouse,Private room,2,1,1,,4.96,4.63,4.91,4.97,4.9,4.94,251,"",Brooklyn,2026-01-01 00:02:06.040407
1401563439385046117,,34.064,-118.37448,Private Little Cabin Bedroom in Midcity,,Private room in home,Private room,2,1,1,2,4.83,4.67,4.83,4.92,4.83,4.83,12,"",Beverly Hills,2026-01-01 00:01:55.456758
47977634,,40.65631,-73.92611,"Brooklyn Delight! ""Candy Cane"" Private Bedroom",,Private room in home,Private room,1,1,1,1,4.65,4.61,4.66,4.91,4.86,4.82,104,"",Brooklyn,2026-01-01 00:02:06.547017
900091690790861317,378.6,34.12183479999999,-118.3470899,Hollywood Sign View | Outdoor Gym | Universal,,Entire home,Entire home/apt,4,2,2,2,4.87,4.94,4.86,4.95,4.94,4.92,174,"",Los Angeles,2026-01-01 00:10:30.398295
985546024029098998,468,40.79809,-74.00404,Charming 1 Br Apt near NYC/1 queen & 1 single beds,,Entire home,Entire home/apt,4,1,3,1,4.86,4.8,4.84,4.94,4.97,4.94,132,"",North Bergen,2025-12-31 19:49:07.165008
4331882,215.2,34.10068,-118.36057,Enchanting guest suite in Hollywood !,,Entire guest suite,Entire home/apt,2,1,1,1,4.85,4.93,4.82,5,4.99,4.87,124,"",Los Angeles,2026-01-01 00:10:31.906257
1411811,1076,40.731,-74.00346,"Charming Parlor Apt by Bleecker, Old World Village",,Entire rental unit,Entire home/apt,2,1,1,1,4.74,4.96,4.76,4.84,4.87,4.82,347,"",New York,2025-12-31 19:48:49.25178
1586005882651795956,219.2,34.00897029622203,-118.4957794776704,Santa Monica beach studio 11!,,,,,,,,,,,,,,,"","",2026-01-01 00:10:36.441975
1445754863489244460,1283,40.8098188,-73.9539262,2BR/2BA in Historic Brownstone near Subway,,Entire rental unit,Entire home/apt,4,2,2,2,4.91,4.91,4.91,4.97,4.88,4.97,34,"",New York,2025-12-31 19:49:58.614405
1453736138798207455,597,40.8091945,-73.95240849999999,Private Room in Top-Floor Apartment,,Private room in condo,Private room,2,1,1,,4.92,4.85,4.77,5,5,4.92,13,"",New York,2025-12-31 19:48:09.715925
1421225717847096179,251.6,34.01981253962481,-118.50409802169668,Studio SM Beach Vaulted Ceilings,,Entire rental unit,Entire home/apt,2,0,,1,5,5,4.75,5,4.88,5,8,"",Santa Monica,2026-01-01 00:10:35.434458
717229074505076254,394,40.79233,-74.0074,"Millennial Gem in Elegant Rowhouse, 20 min to NYC",,Private room in townhouse,Private room,2,1,1,1,4.83,4.49,4.71,4.91,4.9,4.9,77,"",West New York,2025-12-31 19:49:11.079858
1451181733743996102,220.6,34.0166,-118.49026,Sunny Santa Monica Retreat | Walk to Beach,,Entire rental unit,Entire home/apt,2,1,1,1,4.89,5,5,5,4.78,4.89,9,"",Santa Monica,2026-01-01 00:10:35.938029
1333493676309432572,275,34.1075822,-118.3749114,Serene Canyon… 5 min from Sunset,,Entire home,Entire home/apt,4,2,2,1,4.83,5,5,5,5,5,12,"",Los Angeles,2026-01-01 00:10:29.392939
968836332215606397,223,34.12075,-118.34916,Hollywood hills treehouse studio,,Entire home,Entire home/apt,2,1,1,1,4.69,4.82,4.68,4.94,4.82,4.85,62,"",Los Angeles,2026-01-01 00:10:29.894818
53127410,237,34.10439,-118.37451,"Peaceful hills guesthouse, studio + kitchen/patio",,Entire guesthouse,Entire home/apt,2,1,1,1,4.95,4.95,4.88,4.98,4.98,4.97,129,"",Los Angeles,2026-01-01 00:10:32.410218
1097895081984963736,726,40.80333094417591,-73.96374718220389,Cozy Room at Great Location,,Private room in rental unit,Private room,1,1,1,1,4.74,4.91,4.79,4.93,4.93,4.83,58,"",New York,2025-12-31 19:49:50.825229
1568604412261891363,168.8,34.01792,-118.4914,Luxury apt in heart of SM!,,Entire rental unit,Entire home/apt,4,1,2,1,,,,,,,,"",Santa Monica,2026-01-01 00:10:36.947858
1030471955409301019,69,40.76926609548129,-73.92614371337355,Cozy bedroom by LGA airport (15min to Manhattan),,Private room in home,Private room,2,1,1,1,4.81,4.9,4.76,4.89,4.95,4.82,140,"",Queens,2025-12-31 22:01:49.245956
1118169635195232605,123.2,33.9809368,-118.464049,Inn at Venice Beach - steps from the beach,,Room in hotel,Private room,2,1,1,,4.85,4.92,4.73,4.83,4.93,4.85,129,"",Los Angeles,2026-01-01 00:10:34.930775
53132475,978,40.72083,-73.99279,Untitled at 3 Freeman - Studio Mini,,Entire rental unit,Entire home/apt,2,1,1,1,4.9,4.89,4.7,4.9,4.92,4.84,1211,"",New York,2025-12-31 19:48:00.361474
1092280833430415586,671,40.72365,-73.98586,Room in Prime East Village Oasis Apartment,,Private room in rental unit,Private room,2,1,1,,4.95,4.95,4.71,4.9,4.86,4.86,21,"",New York,2025-12-31 19:48:34.40647
933439592551659784,159.6,34.0088643643126,-118.46131761486927,Private studio with a view,,Entire guesthouse,Entire home/apt,2,1,1,,4.96,4.92,4.87,4.99,4.98,4.94,170,"",Santa Monica,2026-01-01 00:10:32.914959
1376110634846093635,1252,40.7620076,-73.9613983,Luxe Studio with Charming Juliet Balcony,,Entire rental unit,Entire home/apt,4,1,2,1,4.91,4.9,4.66,4.92,4.9,4.87,119,"",New York,2025-12-31 19:48:21.91256
992758163619203613,1158,40.7474578755837,-73.98298209081119,Empire Building NYC Apartment.,,Entire rental unit,Entire home/apt,2,1,1,1,4.86,4.93,4.64,4.86,4.75,4.76,97,"",New York,2025-12-31 19:50:10.123727
52062263,761,40.7484,-73.98888,Manhattan  Studio  Near  Empire State  BLDG,,Entire rental unit,Entire home/apt,5,1,3,1,4.83,4.92,4.63,4.84,4.86,4.83,166,"",New York,2025-12-31 19:48:37.188936
1421935498658014936,306.4,34.10715,-118.37291,Laurel Canyon's Cozy Canyon Studio Retreat,,Entire guesthouse,Entire home/apt,2,0,1,1,5,5,5,5,4.75,5,4,"",Los Angeles,2026-01-01 00:10:31.402767
1373650635850538057,165,34.0929,-118.37403,Modern K-Town Studio,,Entire rental unit,Entire home/apt,2,0,1,1,4.87,4.73,4.87,4.93,5,4.8,15,"",West Hollywood,2026-01-01 00:10:28.890034
1347591778778661139,193,34.09434313540796,-118.37678978855224,Luxury Minimalistic home WDfreeparking0cleaningfee,,Entire rental unit,Entire home/apt,4,1,2,1,4.68,4.65,4.52,4.77,4.65,4.73,99,"",West Hollywood,2026-01-01 00:08:41.223678
959996744286793730,784,40.72348,-74.05266,Casa Corgi 2,,Entire rental unit,Entire home/apt,4,2,2,1,4.91,4.86,4.88,4.99,4.98,4.94,88,"",Jersey City,2025-12-31 19:47:09.840883
51945222,1152,40.72082,-73.99152,Untitled 3 Freeman - Studio Queen City View,,Entire rental unit,Entire home/apt,2,1,1,1,4.89,4.89,4.72,4.91,4.92,4.86,1075,"",New York,2025-12-31 19:50:40.726184
839363985423930842,528,40.67851,-73.96017,Cozy Room in Central Brooklyn,,Private room in rental unit,Private room,1,1,1,1,4.92,4.85,4.6,4.95,4.89,4.92,75,"",Brooklyn,2025-12-31 19:50:25.648461
50287920,131,40.70637,-73.9415,E. Williamsburg Spacious Artist Loft + WFH Ready,,Private room in rental unit,Private room,2,1,1,2,4.83,4.79,4.79,4.98,4.96,4.89,131,"",Brooklyn,2025-12-31 22:32:42.360572
917337949513910656,147.4,34.080860183578984,-118.38442355763091,High Rise Condo near Hollywood(not West Hollywood),,Entire rental unit,Entire home/apt,2,1,1,1,4.85,4.92,4.85,5,4.85,4.92,13,"",West Hollywood,2025-12-31 22:32:06.532732
35254823,804,40.80131,-73.94584,Modern Manhattan/Harlem stay. Close to everything!,,Private room in townhouse,Private room,2,1,2,,4.95,4.74,4.89,4.94,4.95,4.96,227,"",New York,2025-12-31 19:50:22.019396
1116547318831943620,166.2,34.07837410393628,-118.39390537545002,Urban Luxe: 1BR/1BA Oasis Near Hollywood Bliss,,Entire rental unit,Entire home/apt,3,1,2,1,4.85,4.69,4.79,4.94,4.75,4.77,48,"",Beverly Hills,2025-12-31 22:32:06.029641
1517085784775464796,138.4,40.6886081,-73.9191386,Spacious Bushwick Duplex Suite with Private Bath,,Private room in rental unit,Private room,4,1,3,,5,4.71,5,5,5,4.86,7,"",Brooklyn,2025-12-31 19:52:35.078265
1177454816617609897,93.2,40.61881,-74.03238,Urban Style Studio: Experience NYC in Bay Ridge,,Entire rental unit,Entire home/apt,2,0,1,1,4.46,4.5,4.39,4.63,4.67,4.48,47,"",Brooklyn,2025-12-31 19:57:07.834041
11759284,216.4,34.10036,-118.36048,Wiley's cottage,,Entire guesthouse,Entire home/apt,3,1,1,1,4.95,4.99,4.93,4.99,4.99,4.99,275,"",Los Angeles,2025-12-31 23:33:27.142141
1093615036600977781,122.8,40.762490151587365,-73.99156498246381,Room In Hell’s Kitchen Heart,,Private room in rental unit,Private room,2,1,1,1,4.87,4.83,4.72,4.96,4.91,4.86,115,"",New York,2025-12-31 21:58:51.397567
13724284,155.4,40.65642,-73.95937,"Chic, cozy, BIG APT in vibrant Brooklyn!",,Entire guest suite,Entire home/apt,2,1,2,1,4.91,4.86,4.83,4.96,4.96,4.91,682,"",Brooklyn,2025-12-31 19:51:37.302621
1124108556567156516,135.6,34.0933,-118.34905,Hollywood's Primary Bedroom For Rent,,Private room in rental unit,Private room,2,1,1,,4.9,4.87,4.81,4.87,4.77,4.92,126,"",Los Angeles,2026-01-01 00:01:56.463548
1115377466525054553,1051,40.71042119858508,-74.01120345071031,Near Battery Park | City Views. Gym + Pet Friendly,,Room in hotel,Private room,4,1,2,,4.8,4.87,4.71,4.82,4.85,4.81,256,"",New York,2025-12-31 19:49:14.794341
1177419977162681836,93.2,40.61881,-74.03238,Sleek Urban Studio: Experience NYC in Bay Ridge,,Entire rental unit,Entire home/apt,2,0,1,1,4.51,4.7,4.59,4.98,4.95,4.62,82,"",Brooklyn,2025-12-31 19:51:45.824935
5846745,173.2,40.67838407231255,-73.97578296454397,"Spacious room in fun, quiet house",,Private room in townhouse,Private room,2,1,1,,4.79,4.96,4.8,4.95,4.94,4.92,408,"",Brooklyn,2025-12-31 19:53:36.210764
43132765,116,40.68418,-73.91487,Bright Room 20 min from Manhattan !,,Private room in condo,Private room,2,1,1,1,4.92,4.75,4.85,4.96,4.95,4.89,169,"",Brooklyn,2025-12-31 19:51:41.807683
53050999,186,40.675603646838915,-73.94023268031982,Modern Studio Unit 2,,Entire rental unit,Entire home/apt,2,1,1,1,4.76,4.51,4.78,4.93,4.95,4.93,160,"",Brooklyn,2025-12-31 19:52:28.842986
41301073,92.4,40.69028,-73.92886,Private Brooklyn Bedroom in Brownstone Near Subway,,Private room in townhouse,Private room,1,1,1,1,4.77,4.73,4.83,4.95,4.97,4.94,266,"",Brooklyn,2025-12-31 19:53:21.922339
955842473362618091,179.6,40.63493,-74.01232,Amazing Views & Rooftop Deck - Safe - Parking Incl,,Entire guesthouse,Entire home/apt,8,1,2,1,4.86,4.78,4.86,4.97,4.79,4.95,185,"",Brooklyn,2025-12-31 19:51:30.021605
825394549344382800,91.4,40.66502879999999,-73.8774411,Stunning King Size bed/ Private Bath in Brooklyn,,Private room in rental unit,Private room,2,1,1,,4.95,4.67,4.9,4.97,4.9,4.93,61,"",Brooklyn,2025-12-31 19:52:42.887877
37549695,137,40.68764783938008,-73.95362011621947,"Minimalist Studio in cool Bed-Stuy, Brooklyn",,Private room in rental unit,Private room,2,1,2,,4.91,4.77,4.81,4.88,4.94,4.93,317,"",Brooklyn,2025-12-31 19:51:39.495101
1191641490915728445,167.4,34.08970646570434,-118.38779801428952,Location! Sunset Strip,,Entire rental unit,Entire home/apt,2,0,1,1,4.94,4.95,4.83,4.97,4.92,4.92,63,"",West Hollywood,2025-12-31 22:32:04.518501
2686412,93.4,40.68319,-73.96253,Clinton Hill BdRm in Artists' Home,,Private room in condo,Private room,1,1,1,1,4.85,4.88,4.81,4.95,4.94,4.9,131,"",Brooklyn,2025-12-31 19:51:28.265522
14421383,109.8,40.69641,-73.91917,Beautiful Private Sunny Room with Backyard,,Private room in rental unit,Private room,2,1,1,1.5,4.6,4.51,4.68,4.82,4.92,4.78,157,"",Brooklyn,2025-12-31 19:52:40.633821
16477217,134.4,34.06999,-118.39315,Beverly Hills Retreat Bedroom Suite,,Private room in condo,Private room,1,1,1,,4.84,4.96,4.85,4.94,4.96,4.84,349,"",Beverly Hills,2025-12-31 22:32:04.014541
52405277,83.2,40.655918226220244,-73.92631374898838,"Brooklyn Delight! ""Ewing"" Private Bedroom",,Private room in home,Private room,1,1,1,1,4.7,4.48,4.78,4.93,4.85,4.79,73,"",Brooklyn,2025-12-31 19:53:04.78957
1511038171725185830,171.4,34.07544046731327,-118.38775662266653,West Hollywood apartment Los Angeles,,Entire rental unit,Entire home/apt,5,1,1,1,4.6,5,4.8,5,4.6,5,5,"",West Hollywood,2025-12-31 22:32:08.040199
982172393543000727,372.8,40.676218587488336,-73.9844912560909,ParkSlope Loft/Private NYC Rooftop /10 min to NYC,,Entire condo,Entire home/apt,6,2,2,1,4.99,4.96,4.89,5,5,4.98,98,"",Brooklyn,2025-12-31 19:55:44.102738
982130899713091667,338,40.67853,-73.98512,Private two bdrm w/ Rooftop Prime Park Slope,,Entire loft,Entire home/apt,6,2,3,1,5,4.93,4.86,5,5,4.97,91,"",Brooklyn,2025-12-31 19:54:44.565214
33070946,140.4,40.71334,-73.96591,Large Private &  Sunny Room in Beautiful Townhouse,,Private room in townhouse,Private room,1,1,1,2,4.96,4.96,4.89,5,4.98,4.97,226,"",Brooklyn,2025-12-31 22:32:44.882229
765327602416869056,112.4,40.67708289999999,-73.9176282,Art House for the discrete traveler,,Private room in home,Private room,1,1,1,,4.98,4.63,4.96,4.98,5,4.98,106,"",Brooklyn,2025-12-31 19:54:12.107807
1033583755732958806,366,40.79578,-74.01296,Cozy & Bright Private Room,,Private room in home,Private room,2,1,1,1,4.85,4.67,4.73,4.93,4.89,4.64,55,"",Guttenberg,2025-12-31 19:45:16.845126
1020302460310493937,121.6,40.677328069566,-73.92008959558578,Cozy Room w/ Private Bath,,Private room in guest suite,Private room,2,1,1,2.5,4.99,4.69,4.86,4.98,4.97,4.96,139,"",Brooklyn,2025-12-31 19:54:03.529067
1583781679885801491,121.6,34.06381,-118.37262,The Grove,,Entire rental unit,Entire home/apt,4,1,2,1,,,,,,,,"",Beverly Hills,2025-12-31 22:32:10.057275
52618396,144.6,40.693612652112236,-73.93002832704664,Cozy & spacious with huge backyard access!,,Private room in townhouse,Private room,2,1,1,,4.9,4.72,4.9,4.96,4.95,4.96,294,"",Brooklyn,2025-12-31 19:55:22.30779
1177478027022642683,120.2,40.61881,-74.0323824,City Style: Contemporary Bay Ridge Studio Living,,Entire rental unit,Entire home/apt,2,0,1,1,4.56,4.84,4.52,4.9,4.82,4.61,79,"",Brooklyn,2025-12-31 19:56:02.315846
1167995766552835416,113,40.67653,-73.90389,"Massive Room w/ Private Bath, Laundry, and Yard",,Private room in home,Private room,2,1,2,,4.93,4.63,4.97,5,5,5,75,"",Brooklyn,2025-12-31 19:54:01.298823
1549753973172786032,153.2,34.063,-118.37591,Chic 1BR Getaway in K-Town | Parking + Gym Access,,Entire rental unit,Entire home/apt,2,1,1,1,5,5,5,5,5,5,1,"",Beverly Hills,2025-12-31 22:32:09.554156
34231172,134.8,40.64351,-74.01464,"Townhouse in Brooklyn, 1 min from Metro stop",,Entire guest suite,Entire home/apt,2,1,2,1,4.88,4.75,4.84,4.94,4.97,4.94,248,"",Brooklyn,2025-12-31 19:53:58.502132
1131458412663503638,228.2,40.6850941,-73.9491814,"Spacious suite, 10-min to subways",,Entire guest suite,Entire home/apt,3,1,2,1,4.96,4.71,4.87,5,5,5,84,"",Brooklyn,2025-12-31 19:55:11.168308
22452278,245.6,40.683730749391835,-73.99494233328178,Serene in Brooklyn,,Entire guest suite,Entire home/apt,2,1,1,1,4.98,4.97,4.81,4.96,4.97,4.97,459,"",Brooklyn,2025-12-31 19:54:54.375709
1415895074079900073,78.6,40.6439361,-73.9017179,Island Vibes in Brooklyn,,Private room in home,Private room,2,2,2,,5,5,5,5,5,5,3,"",Brooklyn,2025-12-31 19:54:36.622841
883955753472122104,147.4,40.69046219804534,-73.94277198301035,Elegant & Spacious  En-Suite Bedroom-Private Bath,,Private room in townhouse,Private room,2,1,1,,4.95,4.75,4.83,4.96,4.95,4.92,113,"",Brooklyn,2025-12-31 19:53:44.50087
1400915819330060194,327,40.79687838453472,-74.01056918822643,"New Cozy Specious Room, close to NYC!",,Private room in home,Private room,2,1,1,1,4.68,4.74,4.63,4.95,4.95,4.74,38,"",North Bergen,2025-12-31 19:49:36.567037
40113324,196.6,34.12111,-118.37584,Laurel Canyon Boutique Cabin,,Entire guesthouse,Entire home/apt,2,0,2,1,4.97,4.84,4.87,4.98,4.97,4.96,172,"",Los Angeles,2025-12-31 22:56:48.339064
26741585,128.8,40.66978,-73.99045,Super Convenient Park Slope Room (subway - 2 min.),,Private room in rental unit,Private room,1,1,1,1,4.99,4.93,4.92,4.97,4.97,4.96,424,"",Brooklyn,2025-12-31 19:54:38.972747
4760085,167.4,40.67868729420106,-73.9750925522551,Roomy/sunny/quiet/fun/great location,,Private room in townhouse,Private room,2,1,1,,4.8,4.97,4.86,4.96,4.94,4.94,392,"",Brooklyn,2025-12-31 19:53:56.474608
711820084444046096,92.4,40.58263,-73.95803,1-Bedroom Private Room with Queen Size Bed,,Private room in home,Private room,1,4,1,2,4.75,4.76,4.81,4.92,4.91,4.87,205,"",Brooklyn,2025-12-31 19:54:47.995524
47026093,111.6,40.70342,-73.91226,Room in cozy apartment (5min-train) (15min-NYC),,Private room in rental unit,Private room,2,1,1,1,4.98,4.81,4.88,4.94,4.93,4.95,152,"",Queens,2025-12-31 19:55:39.527978
754970276793406798,119.8,40.69321,-73.92999,"Big, bright bedroom with private bath!",,Private room in rental unit,Private room,2,1,1,,4.89,4.76,4.8,4.94,4.82,4.9,96,"",Brooklyn,2025-12-31 19:54:05.712397
20960203,187.2,40.6951284,-73.97102009999999,Fort Greene -  townhouse suite,,Private room in townhouse,Private room,2,1,1,,4.97,4.78,4.87,4.97,4.99,4.94,186,"",Brooklyn,2025-12-31 19:54:29.171232
1173168273112763284,117.6,40.61881,-74.0323824,Soothing Bay Ridge Haven: Comfy Studio Oasis,,Entire rental unit,Entire home/apt,2,0,1,1,4.77,4.65,4.65,4.88,4.88,4.74,43,"",Brooklyn,2025-12-31 19:56:04.213516
29628,157.8,40.68292,-73.96381,"Comfortable, Sunny Room",,Private room in condo,Private room,2,1,1,1,4.93,4.88,4.92,4.98,4.99,4.95,505,"",Brooklyn,2025-12-31 19:54:19.438368
1105403969448940593,52.2,40.7884393,-74.0047301,"Small Room B in West New York, NJ",,Private room in home,Private room,1,1,1,1,4.9,4.85,4.81,4.9,4.92,4.86,59,"",West New York,2025-12-31 17:52:38.097002
1451691913671482452,272.4,34.07422,-118.39435,Central Hollywood 2Bedroom 2Bath & Parking,,Entire rental unit,Entire home/apt,4,2,2,2,5,5,5,5,5,5,2,"",Beverly Hills,2025-12-31 22:32:30.740204
1177476704781804039,93.2,40.61881,-74.03238,Tranquil Bay Ridge Nook: Studio w/ Verrazano View,,Entire rental unit,Entire home/apt,2,0,1,1,4.34,4.64,4.43,4.74,4.74,4.51,53,"",Brooklyn,2025-12-31 19:56:37.205829
1380857047072012045,130,34.0664,-118.37958,Charming Private Bed/Bath in Beverly Hills,,Private room in home,Private room,2,1,1,,4.74,4.82,4.74,4.91,4.91,4.79,34,"",Beverly Hills,2025-12-31 22:32:17.106092
1441537667622397192,168,34.06217,-118.37464,K-Town Vibes | Central Apt w/ Parking & Elevator,,Entire rental unit,Entire home/apt,2,0,1,1,5,5,5,5,4.86,5,7,"",Beverly Hills,2025-12-31 22:32:11.064985
