listing_id,amenity_name,amenity_category
1274819693947567069,Drying rack for clothing,Bedroom and laundry
1274819693947567069,Safe,Bedroom and laundry
1274819693947567069,Ethernet connection,Entertainment
1274819693947567069,TV,Entertainment
1274819693947567069,Pack ’n play/Travel crib - always at the listing,Family
1274819693947567069,Air conditioning,Heating and cooling
1274819693947567069,Central heating,Heating and cooling
1274819693947567069,Exterior security cameras on property,Home safety
1274819693947567069,Smoke alarm,Home safety
1274819693947567069,Carbon monoxide alarm,Home safety
1274819693947567069,First aid kit,Home safety
1274819693947567069,Wifi,Internet and office
1274819693947567069,Kitchen,Kitchen and dining
1274819693947567069,Refrigerator,Kitchen and dining
1274819693947567069,Microwave,Kitchen and dining
1274819693947567069,Cooking basics,Kitchen and dining
1274819693947567069,Dishes and silverware,Kitchen and dining
1274819693947567069,Freezer,Kitchen and dining
1274819693947567069,Induction stove,Kitchen and dining
1274819693947567069,Stainless steel oven,Kitchen and dining
1274819693947567069,Hot water kettle,Kitchen and dining
1274819693947567069,"Coffee maker: drip coffee maker, espresso machine, pour-over coffee",Kitchen and dining
1274819693947567069,Wine glasses,Kitchen and dining
1274819693947567069,Toaster,Kitchen and dining
1274819693947567069,Dining table,Kitchen and dining
1274819693947567069,Coffee,Kitchen and dining
1274819693947567069,Outdoor dining area,Outdoor
1274819693947567069,Free parking on premises,Parking and facilities
1274819693947567069,Pets allowed,Services
1274819693947567069,Luggage dropoff allowed,Services
1274819693947567069,Washer,Not included
1274819693947567069,Dryer,Not included
51498,Hair dryer,Bathroom
51498,Cleaning products,Bathroom
51498,Shampoo,Bathroom
51498,Conditioner,Bathroom
51498,Body soap,Bathroom
51498,Outdoor shower,Bathroom
51498,Hot water,Bathroom
51498,Shower gel,Bathroom
51498,Free washer – In building,Bedroom and laundry
51498,Essentials,Bedroom and laundry
51498,Hangers,Bedroom and laundry
51498,Bed linens,Bedroom and laundry
51498,Extra pillows and blankets,Bedroom and laundry
51498,Iron,Bedroom and laundry
51498,Clothing storage: wardrobe,Bedroom and laundry
51498,"HDTV with Amazon Prime Video, Apple TV, HBO Max, Netflix, Roku, DVD player",Entertainment
51498,Sound system,Entertainment
51498,Central air conditioning,Heating and cooling
51498,Central heating,Heating and cooling
51498,Smoke alarm,Home safety
51498,Carbon monoxide alarm,Home safety
51498,Fire extinguisher,Home safety
51498,First aid kit,Home safety
51498,Wifi,Internet and office
51498,Dedicated workspace,Internet and office
51498,Microwave,Kitchen and dining
51498,Cooking basics,Kitchen and dining
51498,Dishes and silverware,Kitchen and dining
51498,Mini fridge,Kitchen and dining
51498,Hot water kettle,Kitchen and dining
51498,Coffee maker: drip coffee maker,Kitchen and dining
51498,Wine glasses,Kitchen and dining
51498,Toaster,Kitchen and dining
51498,Kitchenette,Kitchen and dining
51498,Coffee,Kitchen and dining
51498,Private entrance,Location features
51498,Laundromat nearby,Location features
51498,Patio or balcony,Outdoor
51498,Shared backyard – Fully fenced,Outdoor
51498,Outdoor furniture,Outdoor
51498,Outdoor dining area,Outdoor
51498,Beach essentials,Outdoor
51498,Free street parking,Parking and facilities
51498,"Private hot tub - available all year, open 24 hours",Parking and facilities
51498,Single level home,Parking and facilities
51498,Luggage dropoff allowed,Services
51498,Long term stays allowed,Services
51498,Exterior security cameras on property,Not included
51498,Kitchen,Not included
51498,Free dryer – In building,Not included
1580670972866443959,Bathtub,Bathroom
1580670972866443959,Hair dryer,Bathroom
1580670972866443959,Cleaning products,Bathroom
1580670972866443959,Shampoo,Bathroom
1580670972866443959,Kirkland conditioner,Bathroom
1580670972866443959,Body soap,Bathroom
1580670972866443959,Bidet,Bathroom
1580670972866443959,Outdoor shower,Bathroom
1580670972866443959,Hot water,Bathroom
1580670972866443959,Shower gel,Bathroom
1580670972866443959,Washer,Bedroom and laundry
1580670972866443959,Free dryer – In unit,Bedroom and laundry
1580670972866443959,Essentials,Bedroom and laundry
1580670972866443959,Hangers,Bedroom and laundry
1580670972866443959,Bed linens,Bedroom and laundry
1580670972866443959,Iron,Bedroom and laundry
1580670972866443959,Drying rack for clothing,Bedroom and laundry
1580670972866443959,Clothing storage: walk-in closet,Bedroom and laundry
1580670972866443959,Ethernet connection,Entertainment
1580670972866443959,TV,Entertainment
1580670972866443959,Game console: Nintendo Switch,Entertainment
1580670972866443959,Exercise equipment,Entertainment
1580670972866443959,Crib - available upon request,Family
1580670972866443959,Window guards,Family
1580670972866443959,Board games,Family
1580670972866443959,Air conditioning,Heating and cooling
1580670972866443959,Ceiling fan,Heating and cooling
1580670972866443959,Central heating,Heating and cooling
1580670972866443959,Smoke alarm,Home safety
1580670972866443959,Carbon monoxide alarm,Home safety
1580670972866443959,Fire extinguisher,Home safety
1580670972866443959,First aid kit,Home safety
1580670972866443959,Wifi,Internet and office
1580670972866443959,Dedicated workspace,Internet and office
1580670972866443959,Kitchen,Kitchen and dining
1580670972866443959,Refrigerator,Kitchen and dining
1580670972866443959,Microwave,Kitchen and dining
1580670972866443959,Cooking basics,Kitchen and dining
1580670972866443959,Dishes and silverware,Kitchen and dining
1580670972866443959,Freezer,Kitchen and dining
1580670972866443959,Dishwasher,Kitchen and dining
1580670972866443959,Stainless steel double oven,Kitchen and dining
1580670972866443959,Hot water kettle,Kitchen and dining
1580670972866443959,Coffee maker: Nespresso,Kitchen and dining
1580670972866443959,Wine glasses,Kitchen and dining
1580670972866443959,Toaster,Kitchen and dining
1580670972866443959,Blender,Kitchen and dining
1580670972866443959,Dining table,Kitchen and dining
1580670972866443959,Coffee,Kitchen and dining
1580670972866443959,Waterfront,Location features
1580670972866443959,Beach access,Location features
1580670972866443959,Private entrance,Location features
1580670972866443959,Private patio or balcony,Outdoor
1580670972866443959,Outdoor furniture,Outdoor
1580670972866443959,BBQ grill,Outdoor
1580670972866443959,Beach essentials,Outdoor
1580670972866443959,Free parking on premises,Parking and facilities
1580670972866443959,Pool,Parking and facilities
1580670972866443959,Elevator,Parking and facilities
1580670972866443959,EV charger - level 1,Parking and facilities
1580670972866443959,Shared gym in building,Parking and facilities
1580670972866443959,Pets allowed,Services
1580670972866443959,Self check-in,Services
1580670972866443959,Smart lock,Services
16580,Hair dryer,Bathroom
1580670972866443959,Exterior security cameras on property,Not included
1348820973051082801,Bathtub,Bathroom
1348820973051082801,Hair dryer,Bathroom
1348820973051082801,Cleaning products,Bathroom
1348820973051082801,Shampoo,Bathroom
1348820973051082801,Conditioner,Bathroom
1348820973051082801,Body soap,Bathroom
1348820973051082801,Hot water,Bathroom
1348820973051082801,Shower gel,Bathroom
1348820973051082801,Essentials,Bedroom and laundry
1348820973051082801,Hangers,Bedroom and laundry
1348820973051082801,Bed linens,Bedroom and laundry
1348820973051082801,Room-darkening shades,Bedroom and laundry
1348820973051082801,Iron,Bedroom and laundry
1348820973051082801,Clothing storage,Bedroom and laundry
1348820973051082801,TV,Entertainment
1348820973051082801,Board games,Family
1348820973051082801,Air conditioning,Heating and cooling
1348820973051082801,Heating,Heating and cooling
1348820973051082801,Smoke alarm,Home safety
1348820973051082801,Carbon monoxide alarm,Home safety
1348820973051082801,Fire extinguisher,Home safety
1348820973051082801,First aid kit,Home safety
1348820973051082801,Wifi,Internet and office
1348820973051082801,Dedicated workspace,Internet and office
1348820973051082801,Kitchen,Kitchen and dining
1348820973051082801,Refrigerator,Kitchen and dining
1348820973051082801,Microwave,Kitchen and dining
1348820973051082801,Cooking basics,Kitchen and dining
1348820973051082801,Dishes and silverware,Kitchen and dining
1348820973051082801,Freezer,Kitchen and dining
1348820973051082801,Dishwasher,Kitchen and dining
1348820973051082801,Stove,Kitchen and dining
1348820973051082801,Oven,Kitchen and dining
1348820973051082801,Hot water kettle,Kitchen and dining
1348820973051082801,Coffee maker: Keurig coffee machine,Kitchen and dining
1348820973051082801,Wine glasses,Kitchen and dining
1348820973051082801,Toaster,Kitchen and dining
1348820973051082801,Baking sheet,Kitchen and dining
1348820973051082801,Blender,Kitchen and dining
1348820973051082801,Coffee,Kitchen and dining
1348820973051082801,Free parking garage on premises – 1 space,Parking and facilities
1348820973051082801,Elevator,Parking and facilities
1348820973051082801,Long term stays allowed,Services
1348820973051082801,Self check-in,Services
1348820973051082801,Lockbox,Services
1348820973051082801,Exterior security cameras on property,Not included
1348820973051082801,Paid washer – In building,Not included
1348820973051082801,Private entrance,Not included
942924161054079470,Bathtub,Bathroom
942924161054079470,Hair dryer,Bathroom
942924161054079470,Cleaning products,Bathroom
942924161054079470,Shampoo,Bathroom
942924161054079470,Conditioner,Bathroom
942924161054079470,Body soap,Bathroom
942924161054079470,Hot water,Bathroom
942924161054079470,Shower gel,Bathroom
942924161054079470,Paid washer – In building,Bedroom and laundry
942924161054079470,Paid dryer – In building,Bedroom and laundry
942924161054079470,Essentials,Bedroom and laundry
942924161054079470,Hangers,Bedroom and laundry
942924161054079470,Bed linens,Bedroom and laundry
942924161054079470,Room-darkening shades,Bedroom and laundry
942924161054079470,Iron,Bedroom and laundry
942924161054079470,Clothing storage: closet and dresser,Bedroom and laundry
942924161054079470,65 inch HDTV,Entertainment
942924161054079470,Air conditioning,Heating and cooling
942924161054079470,Ceiling fan,Heating and cooling
942924161054079470,Heating,Heating and cooling
942924161054079470,Smoke alarm,Home safety
942924161054079470,Carbon monoxide alarm,Home safety
942924161054079470,First aid kit,Home safety
942924161054079470,Wifi,Internet and office
942924161054079470,Dedicated workspace,Internet and office
942924161054079470,Kitchen,Kitchen and dining
942924161054079470,Refrigerator,Kitchen and dining
942924161054079470,Microwave,Kitchen and dining
942924161054079470,Cooking basics,Kitchen and dining
942924161054079470,Dishes and silverware,Kitchen and dining
942924161054079470,Freezer,Kitchen and dining
942924161054079470,Gas stove,Kitchen and dining
942924161054079470,Oven,Kitchen and dining
942924161054079470,Hot water kettle,Kitchen and dining
942924161054079470,Coffee maker: drip coffee maker,Kitchen and dining
942924161054079470,Wine glasses,Kitchen and dining
942924161054079470,Toaster,Kitchen and dining
942924161054079470,Blender,Kitchen and dining
942924161054079470,Dining table,Kitchen and dining
942924161054079470,Coffee,Kitchen and dining
942924161054079470,Free parking on premises,Parking and facilities
942924161054079470,Self check-in,Services
942924161054079470,Keypad,Services
942924161054079470,Exterior security cameras on property,Not included
942924161054079470,Private entrance,Not included
16580,City skyline view,Scenic views
16580,Shampoo,Bathroom
16580,Hot water,Bathroom
16580,Washer,Bedroom and laundry
16580,Dryer,Bedroom and laundry
16580,Essentials,Bedroom and laundry
16580,Hangers,Bedroom and laundry
16580,Bed linens,Bedroom and laundry
16580,Extra pillows and blankets,Bedroom and laundry
16580,Iron,Bedroom and laundry
16580,TV,Entertainment
16580,Air conditioning,Heating and cooling
16580,Heating,Heating and cooling
16580,Lock on bedroom door,Privacy and safety
16580,Smoke alarm,Privacy and safety
16580,Carbon monoxide alarm,Privacy and safety
16580,Fire extinguisher,Privacy and safety
16580,First aid kit,Privacy and safety
16580,Wifi,Internet and office
16580,Dedicated workspace,Internet and office
16580,Kitchen,Kitchen and dining
16580,Refrigerator,Kitchen and dining
16580,Microwave,Kitchen and dining
16580,Cooking basics,Kitchen and dining
16580,Dishes and silverware,Kitchen and dining
16580,Dishwasher,Kitchen and dining
16580,Stove,Kitchen and dining
16580,Oven,Kitchen and dining
16580,Coffee maker,Kitchen and dining
16580,Shared patio or balcony,Outdoor
16580,Backyard,Outdoor
16580,Free parking on premises,Parking and facilities
16580,Free street parking,Parking and facilities
16580,Elevator,Parking and facilities
16580,Gym,Parking and facilities
16580,Luggage dropoff allowed,Services
16580,Self check-in,Services
16580,Lockbox,Services
16580,Exterior security cameras on property,Not included
704610101267844712,Bathtub,Bathroom
704610101267844712,Hair dryer,Bathroom
704610101267844712,Cleaning products,Bathroom
704610101267844712,Eco shampoo,Bathroom
704610101267844712,Eco conditioner,Bathroom
704610101267844712,Eco body soap,Bathroom
704610101267844712,Bidet,Bathroom
704610101267844712,Hot water,Bathroom
704610101267844712,Shower gel,Bathroom
704610101267844712,Essentials,Bedroom and laundry
704610101267844712,Hangers,Bedroom and laundry
704610101267844712,Bed linens,Bedroom and laundry
704610101267844712,Iron,Bedroom and laundry
704610101267844712,Mosquito net,Bedroom and laundry
704610101267844712,Clothing storage: closet,Bedroom and laundry
704610101267844712,Ethernet connection,Entertainment
704610101267844712,55 inch HDTV with Netflix,Entertainment
704610101267844712,Window guards,Family
704610101267844712,Window AC unit,Heating and cooling
704610101267844712,Central heating,Heating and cooling
704610101267844712,Lock on bedroom door,Privacy and safety
704610101267844712,Exterior security cameras on property,Privacy and safety
704610101267844712,Smoke alarm,Privacy and safety
704610101267844712,Carbon monoxide alarm,Privacy and safety
704610101267844712,Fire extinguisher,Privacy and safety
704610101267844712,First aid kit,Privacy and safety
704610101267844712,Fast wifi – 303 Mbps,Internet and office
704610101267844712,Dedicated workspace,Internet and office
704610101267844712,Microwave,Kitchen and dining
704610101267844712,Mini fridge,Kitchen and dining
704610101267844712,"Coffee maker: drip coffee maker, french press",Kitchen and dining
704610101267844712,Coffee,Kitchen and dining
704610101267844712,Luggage dropoff allowed,Services
704610101267844712,Long term stays allowed,Services
704610101267844712,Self check-in,Services
704610101267844712,Keypad,Services
704610101267844712,Kitchen,Not included
704610101267844712,Washer,Not included
704610101267844712,Dryer,Not included
992758163619203613,Hair dryer,Bathroom
992758163619203613,Cleaning products,Bathroom
992758163619203613,Shampoo,Bathroom
992758163619203613,Conditioner,Bathroom
992758163619203613,Body soap,Bathroom
992758163619203613,Hot water,Bathroom
992758163619203613,Shower gel,Bathroom
992758163619203613,Hangers,Bedroom and laundry
992758163619203613,Bed linens,Bedroom and laundry
992758163619203613,Iron,Bedroom and laundry
992758163619203613,Clothing storage,Bedroom and laundry
992758163619203613,TV,Entertainment
992758163619203613,Air conditioning,Heating and cooling
992758163619203613,Portable fans,Heating and cooling
992758163619203613,Heating,Heating and cooling
992758163619203613,Smoke alarm,Home safety
992758163619203613,Carbon monoxide alarm,Home safety
992758163619203613,First aid kit,Home safety
992758163619203613,Wifi,Internet and office
992758163619203613,Dedicated workspace,Internet and office
992758163619203613,Kitchen,Kitchen and dining
992758163619203613,Refrigerator,Kitchen and dining
992758163619203613,Microwave,Kitchen and dining
992758163619203613,Cooking basics,Kitchen and dining
992758163619203613,Dishes and silverware,Kitchen and dining
992758163619203613,Freezer,Kitchen and dining
992758163619203613,Gas stove,Kitchen and dining
992758163619203613,Oven,Kitchen and dining
992758163619203613,Hot water kettle,Kitchen and dining
992758163619203613,Coffee maker,Kitchen and dining
992758163619203613,Wine glasses,Kitchen and dining
992758163619203613,Toaster,Kitchen and dining
992758163619203613,Dining table,Kitchen and dining
992758163619203613,Coffee,Kitchen and dining
992758163619203613,Exterior security cameras on property,Not included
992758163619203613,Washer,Not included
992758163619203613,Dryer,Not included
992758163619203613,Essentials,Not included
891285103107762478,Bathtub,Bathroom
891285103107762478,Hair dryer,Bathroom
891285103107762478,Cleaning products,Bathroom
891285103107762478,Shampoo,Bathroom
891285103107762478,Conditioner,Bathroom
891285103107762478,Body soap,Bathroom
891285103107762478,Hot water,Bathroom
891285103107762478,Shower gel,Bathroom
891285103107762478,Essentials,Bedroom and laundry
891285103107762478,Hangers,Bedroom and laundry
891285103107762478,Bed linens,Bedroom and laundry
891285103107762478,Extra pillows and blankets,Bedroom and laundry
891285103107762478,Room-darkening shades,Bedroom and laundry
891285103107762478,Iron,Bedroom and laundry
891285103107762478,Mosquito net,Bedroom and laundry
891285103107762478,Clothing storage,Bedroom and laundry
891285103107762478,"40 inch TV with Hulu, Netflix",Entertainment
891285103107762478,Air conditioning,Heating and cooling
891285103107762478,Ceiling fan,Heating and cooling
891285103107762478,Heating,Heating and cooling
891285103107762478,Exterior security cameras on property,Home safety
891285103107762478,Smoke alarm,Home safety
891285103107762478,Carbon monoxide alarm,Home safety
891285103107762478,First aid kit,Home safety
891285103107762478,Wifi,Internet and office
891285103107762478,Dedicated workspace,Internet and office
891285103107762478,Kitchen,Kitchen and dining
891285103107762478,Refrigerator,Kitchen and dining
891285103107762478,Microwave,Kitchen and dining
891285103107762478,Cooking basics,Kitchen and dining
891285103107762478,Dishes and silverware,Kitchen and dining
891285103107762478,Freezer,Kitchen and dining
891285103107762478,Dishwasher,Kitchen and dining
891285103107762478,Stainless steel gas stove,Kitchen and dining
891285103107762478,Stainless steel oven,Kitchen and dining
891285103107762478,Coffee maker: french press,Kitchen and dining
891285103107762478,Wine glasses,Kitchen and dining
891285103107762478,Baking sheet,Kitchen and dining
891285103107762478,Blender,Kitchen and dining
891285103107762478,Dining table,Kitchen and dining
891285103107762478,Coffee,Kitchen and dining
891285103107762478,Private entrance,Location features
891285103107762478,Laundromat nearby,Location features
891285103107762478,Free street parking,Parking and facilities
891285103107762478,Paid street parking off premises,Parking and facilities
891285103107762478,Single level home,Parking and facilities
891285103107762478,Pets allowed,Services
891285103107762478,Washer,Not included
891285103107762478,Dryer,Not included
1055102817407551734,Hair dryer,Bathroom
1055102817407551734,Shampoo,Bathroom
1055102817407551734,Bidet,Bathroom
1055102817407551734,Hot water,Bathroom
1055102817407551734,Shower gel,Bathroom
1055102817407551734,Essentials,Bedroom and laundry
1055102817407551734,Hangers,Bedroom and laundry
1055102817407551734,Bed linens,Bedroom and laundry
1055102817407551734,Extra pillows and blankets,Bedroom and laundry
1055102817407551734,Room-darkening shades,Bedroom and laundry
1055102817407551734,Iron,Bedroom and laundry
1055102817407551734,Clothing storage,Bedroom and laundry
1055102817407551734,TV,Entertainment
1055102817407551734,Heating,Heating and cooling
1055102817407551734,Lock on bedroom door,Privacy and safety
1055102817407551734,Smoke alarm,Privacy and safety
1055102817407551734,Carbon monoxide alarm,Privacy and safety
1055102817407551734,Fire extinguisher,Privacy and safety
1055102817407551734,First aid kit,Privacy and safety
1055102817407551734,Wifi,Internet and office
1055102817407551734,Dedicated workspace,Internet and office
1055102817407551734,Kitchen,Kitchen and dining
1055102817407551734,Refrigerator,Kitchen and dining
1055102817407551734,Microwave,Kitchen and dining
1055102817407551734,Cooking basics,Kitchen and dining
1055102817407551734,Dishes and silverware,Kitchen and dining
1055102817407551734,Freezer,Kitchen and dining
1055102817407551734,Dishwasher,Kitchen and dining
1055102817407551734,Stove,Kitchen and dining
1055102817407551734,Oven,Kitchen and dining
1055102817407551734,Hot water kettle,Kitchen and dining
1055102817407551734,Coffee maker,Kitchen and dining
1055102817407551734,Wine glasses,Kitchen and dining
1055102817407551734,Toaster,Kitchen and dining
1055102817407551734,Blender,Kitchen and dining
1055102817407551734,Trash compactor,Kitchen and dining
1055102817407551734,Coffee,Kitchen and dining
1055102817407551734,Laundromat nearby,Location features
1055102817407551734,Shared patio or balcony,Outdoor
1055102817407551734,Self check-in,Services
1055102817407551734,Smart lock,Services
1055102817407551734,Exterior security cameras on property,Not included
1055102817407551734,Washer,Not included
1055102817407551734,Dryer,Not included
1055102817407551734,Air conditioning,Not included
1388617371798467387,Hair dryer,Bathroom
1388617371798467387,Cleaning products,Bathroom
1388617371798467387,Shampoo,Bathroom
1388617371798467387,Body soap,Bathroom
1388617371798467387,Hot water,Bathroom
1388617371798467387,Shower gel,Bathroom
1388617371798467387,Essentials,Bedroom and laundry
1388617371798467387,Hangers,Bedroom and laundry
1388617371798467387,Bed linens,Bedroom and laundry
1388617371798467387,Extra pillows and blankets,Bedroom and laundry
1388617371798467387,Room-darkening shades,Bedroom and laundry
1388617371798467387,Iron,Bedroom and laundry
1388617371798467387,Clothing storage: dresser,Bedroom and laundry
1388617371798467387,TV,Entertainment
1388617371798467387,Air conditioning,Heating and cooling
1388617371798467387,Ceiling fan,Heating and cooling
1388617371798467387,Central heating,Heating and cooling
1388617371798467387,Lock on bedroom door,Privacy and safety
1388617371798467387,Exterior security cameras on property,Privacy and safety
1388617371798467387,Smoke alarm,Privacy and safety
1388617371798467387,Carbon monoxide alarm,Privacy and safety
1388617371798467387,Fire extinguisher,Privacy and safety
1388617371798467387,First aid kit,Privacy and safety
1388617371798467387,Wifi,Internet and office
1388617371798467387,Dedicated workspace,Internet and office
1388617371798467387,Kitchen,Kitchen and dining
1388617371798467387,Refrigerator,Kitchen and dining
1388617371798467387,Microwave,Kitchen and dining
1388617371798467387,Cooking basics,Kitchen and dining
1388617371798467387,Dishes and silverware,Kitchen and dining
1388617371798467387,Freezer,Kitchen and dining
1388617371798467387,Dishwasher,Kitchen and dining
1388617371798467387,Stove,Kitchen and dining
1388617371798467387,Oven,Kitchen and dining
1388617371798467387,Hot water kettle,Kitchen and dining
1388617371798467387,Coffee maker: Keurig coffee machine,Kitchen and dining
1388617371798467387,Wine glasses,Kitchen and dining
1388617371798467387,Toaster,Kitchen and dining
1388617371798467387,Dining table,Kitchen and dining
1388617371798467387,Coffee,Kitchen and dining
1388617371798467387,Laundromat nearby,Location features
1388617371798467387,Paid parking on premises,Parking and facilities
1388617371798467387,Luggage dropoff allowed,Services
1388617371798467387,Long term stays allowed,Services
1388617371798467387,Self check-in,Services
1388617371798467387,Keypad,Services
1388617371798467387,Housekeeping available every day,Services
1388617371798467387,Washer,Not included
1388617371798467387,Dryer,Not included
1385444743317351076,Hot water,Bathroom
1385444743317351076,Paid washer – In unit,Bedroom and laundry
1385444743317351076,Paid dryer – In unit,Bedroom and laundry
1385444743317351076,Clothing storage: closet,Bedroom and laundry
1385444743317351076,Air conditioning,Heating and cooling
1385444743317351076,Heating,Heating and cooling
1385444743317351076,Smoke alarm,Home safety
1385444743317351076,Carbon monoxide alarm,Home safety
1385444743317351076,Fire extinguisher,Home safety
1385444743317351076,Wifi,Internet and office
1385444743317351076,Microwave,Kitchen and dining
1385444743317351076,Mini fridge,Kitchen and dining
1385444743317351076,Hot water kettle,Kitchen and dining
1385444743317351076,Dining table,Kitchen and dining
1385444743317351076,Lock on bedroom door,Privacy and safety
1385444743317351076,Exterior security cameras on property,Privacy and safety
1385444743317351076,Kitchen,Privacy and safety
1385444743317351076,TV,Privacy and safety
1385444743317351076,Essentials,Privacy and safety
19086522,Bathtub,Bathroom
19086522,Hair dryer,Bathroom
19086522,Cleaning products,Bathroom
19086522,Shampoo,Bathroom
19086522,Conditioner,Bathroom
19086522,Body soap,Bathroom
19086522,Hot water,Bathroom
19086522,Shower gel,Bathroom
19086522,Essentials,Bedroom and laundry
19086522,Hangers,Bedroom and laundry
19086522,Bed linens,Bedroom and laundry
19086522,Room-darkening shades,Bedroom and laundry
19086522,Drying rack for clothing,Bedroom and laundry
19086522,Clothing storage: walk-in closet,Bedroom and laundry
19086522,Portable air conditioning,Heating and cooling
19086522,Window AC unit,Heating and cooling
19086522,Central heating,Heating and cooling
19086522,Lock on bedroom door,Privacy and safety
19086522,Exterior security cameras on property,Privacy and safety
19086522,Smoke alarm,Privacy and safety
19086522,Carbon monoxide alarm,Privacy and safety
19086522,Wifi,Internet and office
19086522,Dedicated workspace,Internet and office
19086522,Kitchen,Kitchen and dining
19086522,Refrigerator,Kitchen and dining
19086522,Microwave,Kitchen and dining
19086522,Dishes and silverware,Kitchen and dining
19086522,Freezer,Kitchen and dining
19086522,Hot water kettle,Kitchen and dining
19086522,Wine glasses,Kitchen and dining
19086522,Dining table,Kitchen and dining
19086522,Laundromat nearby,Location features
19086522,Luggage dropoff allowed,Services
19086522,Host greets you,Services
19086522,TV,Not included
19086522,Washer,Not included
19086522,Dryer,Not included
1166118086665626216,Bathtub,Bathroom
1166118086665626216,Cleaning products,Bathroom
1166118086665626216,Shampoo,Bathroom
1166118086665626216,Conditioner,Bathroom
1166118086665626216,Body soap,Bathroom
1166118086665626216,Bidet,Bathroom
1166118086665626216,Hot water,Bathroom
1166118086665626216,Washer,Bedroom and laundry
1166118086665626216,Dryer – In building,Bedroom and laundry
1166118086665626216,Hangers,Bedroom and laundry
1166118086665626216,Bed linens,Bedroom and laundry
1166118086665626216,Extra pillows and blankets,Bedroom and laundry
1166118086665626216,Room-darkening shades,Bedroom and laundry
1166118086665626216,Iron,Bedroom and laundry
1166118086665626216,Clothing storage,Bedroom and laundry
1166118086665626216,TV,Entertainment
1166118086665626216,Window guards,Family
1166118086665626216,Air conditioning,Heating and cooling
1166118086665626216,Heating,Heating and cooling
1166118086665626216,Lock on bedroom door,Privacy and safety
1166118086665626216,Smoke alarm,Privacy and safety
1166118086665626216,Carbon monoxide alarm,Privacy and safety
1166118086665626216,Fire extinguisher,Privacy and safety
1166118086665626216,Wifi,Internet and office
1166118086665626216,Dedicated workspace,Internet and office
1166118086665626216,Kitchen,Kitchen and dining
1166118086665626216,Refrigerator,Kitchen and dining
1166118086665626216,Microwave,Kitchen and dining
1166118086665626216,Cooking basics,Kitchen and dining
1166118086665626216,Dishes and silverware,Kitchen and dining
1166118086665626216,Mini fridge,Kitchen and dining
1166118086665626216,Freezer,Kitchen and dining
1166118086665626216,Dishwasher,Kitchen and dining
1166118086665626216,Gas stove,Kitchen and dining
1166118086665626216,Oven,Kitchen and dining
1166118086665626216,Hot water kettle,Kitchen and dining
1166118086665626216,Wine glasses,Kitchen and dining
1166118086665626216,Toaster,Kitchen and dining
1166118086665626216,Coffee,Kitchen and dining
1166118086665626216,Private entrance,Location features
1166118086665626216,Laundromat nearby,Location features
1166118086665626216,Free street parking,Parking and facilities
1166118086665626216,Pets allowed,Services
1166118086665626216,Long term stays allowed,Services
1166118086665626216,Exterior security cameras on property,Not included
1166118086665626216,Essentials,Not included
1433746376656090683,Bathtub,Bathroom
1433746376656090683,Shampoo,Bathroom
1433746376656090683,Conditioner,Bathroom
1433746376656090683,Hot water,Bathroom
1433746376656090683,Washer,Bedroom and laundry
1433746376656090683,Free dryer,Bedroom and laundry
1433746376656090683,Hangers,Bedroom and laundry
1433746376656090683,Bed linens,Bedroom and laundry
1433746376656090683,Room-darkening shades,Bedroom and laundry
1433746376656090683,Iron,Bedroom and laundry
1433746376656090683,Clothing storage,Bedroom and laundry
1433746376656090683,TV,Entertainment
1433746376656090683,Exercise equipment,Entertainment
1433746376656090683,Air conditioning,Heating and cooling
1433746376656090683,Heating,Heating and cooling
1433746376656090683,Exterior security cameras on property,Home safety
1433746376656090683,Smoke alarm,Home safety
1433746376656090683,Carbon monoxide alarm,Home safety
1433746376656090683,Fire extinguisher,Home safety
1433746376656090683,Wifi,Internet and office
1433746376656090683,Kitchen,Kitchen and dining
1433746376656090683,Fire pit,Outdoor
1433746376656090683,Outdoor dining area,Outdoor
1433746376656090683,Free carport on premises – 1 space,Parking and facilities
1433746376656090683,Pool,Parking and facilities
1433746376656090683,Hot tub,Parking and facilities
1433746376656090683,Elevator,Parking and facilities
1433746376656090683,EV charger,Parking and facilities
1433746376656090683,Private gym in building,Parking and facilities
1433746376656090683,Self check-in,Services
1433746376656090683,Keypad,Services
1433746376656090683,Essentials,Not included
746115,City skyline view,Scenic views
746115,Mountain view,Scenic views
746115,Ocean view,Scenic views
746115,Hair dryer,Bathroom
746115,Cleaning products,Bathroom
746115,Shampoo,Bathroom
746115,Conditioner,Bathroom
746115,Body soap,Bathroom
746115,Hot water,Bathroom
746115,Shower gel,Bathroom
746115,Essentials,Bedroom and laundry
746115,Hangers,Bedroom and laundry
746115,Bed linens,Bedroom and laundry
746115,Extra pillows and blankets,Bedroom and laundry
746115,Room-darkening shades,Bedroom and laundry
746115,Iron,Bedroom and laundry
746115,Clothing storage: dresser,Bedroom and laundry
746115,"60 inch HDTV with Amazon Prime Video, HBO Max, Hulu, Netflix, Roku",Entertainment
746115,Books and reading material,Entertainment
746115,AC - split type ductless system,Heating and cooling
746115,Portable fans,Heating and cooling
746115,Heating - split type ductless system,Heating and cooling
746115,Exterior security cameras on property,Home safety
746115,Smoke alarm,Home safety
746115,Carbon monoxide alarm,Home safety
746115,Fire extinguisher,Home safety
746115,First aid kit,Home safety
746115,Fast wifi – 69 Mbps,Internet and office
746115,Dedicated workspace,Internet and office
